,0,1,2
0,0.30451809187468637,0.42081051523285634,-0.12626634108304902
1,-0.2720692136959759,-0.3880810476228477,-0.1720734421744446
2,-0.8926595091384899,-0.862901929244157,0.692265788997374
3,0.8831060122791435,0.9633945412420488,0.5236934218106508
4,-0.3315408934013739,0.11650566971415569,0.34897873083304165
5,0.7737777658618691,0.306572429146512,0.8594036852732296
6,-0.433615007553907,-0.7403509920736255,-0.6615403576154151
7,0.3127516301440462,0.5388109158189934,-0.7684147782109357
8,0.6689812756407907,1.012879863576207,-0.21931355696447785
9,-0.05949266070688481,-0.10605110155698798,-0.8861725071676798
10,0.024477842334499737,0.027892531185362134,-0.28753466722053644
11,-0.7088736784977664,-0.18977273123476998,0.8387111196545347
12,0.3643352539552068,-0.11600927643576664,0.3975138111526462
13,-0.7118456007387456,-1.0216449137410524,-0.005320239553132027
